loan_id,applicant_name,age,gender,marital_status,dependents,education_level,employment_type,employment_years,annual_income,loan_amount,loan_purpose,loan_term_months,interest_rate,credit_score,property_ownership,loan_status,application_date,debt_to_income_ratio,income_category,loan_status_approved
471,Applicant_471,32,Male,Married,3,Graduate,Salaried,1,781325.97,381781.22,Business,84,6.52,669,Owned,Approved,2025-08-31 21:51:24.035375,48.86,High,True
472,Applicant_472,55,Female,Single,2,Graduate,Salaried,12,1027295.24,697815.73,Education,60,6.8,635,Mortgage,Approved,2026-07-03 21:51:24.035378,67.93,High,True
473,Applicant_473,53,Male,Married,0,Post-Graduate,Self-Employed,9,848077.93,813091.24,Personal,60,7.47,700,Mortgage,Rejected,2026-01-23 21:51:24.035382,95.87,High,False
474,Applicant_474,53,Male,Married,0,High School,Salaried,1,612495.38,835619.93,Business,48,6.94,574,Rented,Approved,2026-06-21 21:51:24.035385,136.43,High,True
475,Applicant_475,63,Female,Married,0,Under-Graduate,Salaried,3,347341.1,50000.0,Business,36,10.36,705,Rented,Approved,2025-09-10 21:51:24.035388,14.4,High,True
476,Applicant_476,57,Male,Married,0,Post-Graduate,Salaried,0,917405.36,304607.8,Business,60,3.0,832,Mortgage,Rejected,2026-07-15 21:51:24.035392,33.2,High,False
477,Applicant_477,32,Female,Married,3,Under-Graduate,Salaried,7,1001533.45,650523.89,Home,48,14.25,519,Rented,Approved,2026-04-07 21:51:24.035395,64.95,High,True
478,Applicant_478,23,Male,Married,1,Graduate,Self-Employed,1,1128150.89,654840.47,Auto,36,5.14,586,Rented,Rejected,2025-09-16 21:51:24.035398,58.05,High,False
479,Applicant_479,21,Male,Single,1,Post-Graduate,Student,34,1615090.74,1129842.52,Business,36,3.0,644,Rented,Rejected,2026-07-17 21:51:24.035402,69.96,High,False
480,Applicant_480,53,Female,Married,0,Post-Graduate,Salaried,12,150000.0,245868.21,Home,36,8.46,723,Owned,Approved,2026-04-11 21:51:24.035405,163.91,Upper-Middle,True
481,Applicant_481,60,Male,Married,1,Graduate,Self-Employed,3,822913.12,827087.15,Home,60,7.18,751,Owned,Rejected,2026-06-16 21:51:24.035408,100.51,High,False
482,Applicant_482,30,Female,Single,2,Under-Graduate,Business Owner,6,1326695.13,604236.89,Personal,36,7.88,744,Mortgage,Approved,2025-12-04 21:51:24.035412,45.54,High,True
483,Applicant_483,63,Male,Married,2,Post-Graduate,Self-Employed,19,800191.03,50000.0,Business,48,9.59,544,Mortgage,Approved,2026-02-15 21:51:24.035415,6.25,High,True
484,Applicant_484,64,Male,Divorced,1,Graduate,Business Owner,6,150000.0,346611.73,Auto,48,10.76,626,Owned,Approved,2026-03-26 21:51:24.035419,231.07,Upper-Middle,True
485,Applicant_485,49,Male,Single,0,High School,Self-Employed,1,333584.17,573507.84,Business,48,14.4,607,Owned,Approved,2025-12-25 21:51:24.035422,171.92,High,True
486,Applicant_486,33,Female,Single,1,Graduate,Self-Employed,3,981427.94,50000.0,Personal,84,6.08,674,Rented,Pending,2025-10-18 21:51:24.035425,5.09,High,False
487,Applicant_487,32,Male,Single,1,Graduate,Salaried,14,966878.92,50000.0,Auto,84,11.21,681,Rented,Approved,2026-01-22 21:51:24.035429,5.17,High,True
488,Applicant_488,51,Female,Single,1,Graduate,Business Owner,8,1119007.88,50000.0,Home,48,10.98,570,Rented,Approved,2025-12-18 21:51:24.035432,4.47,High,True
489,Applicant_489,22,Male,Married,4,Under-Graduate,Business Owner,8,537596.42,572557.42,Debt Consolidation,12,3.0,644,Rented,Pending,2025-11-24 21:51:24.035435,106.5,High,False
490,Applicant_490,55,Female,Married,2,Under-Graduate,Salaried,16,953953.29,364293.17,Auto,48,5.58,726,Rented,Approved,2025-11-24 21:51:24.035439,38.19,High,True
491,Applicant_491,43,Male,Married,2,Graduate,Salaried,17,471654.68,326412.4,Home,60,4.0,629,Rented,Approved,2026-06-17 21:51:24.035442,69.21,High,True
492,Applicant_492,37,Female,Single,1,Under-Graduate,Retired,20,953983.2,336025.89,Education,48,10.07,663,Owned,Approved,2026-04-21 21:51:24.035445,35.22,High,True
493,Applicant_493,46,Female,Married,1,Graduate,Self-Employed,0,871284.88,101245.72,Personal,60,9.68,815,Mortgage,Rejected,2025-09-04 21:51:24.035449,11.62,High,False
494,Applicant_494,28,Female,Single,2,Under-Graduate,Self-Employed,6,521655.99,372207.11,Home,36,9.75,839,Owned,Approved,2026-02-23 21:51:24.035452,71.35,High,True
495,Applicant_495,49,Female,Divorced,2,Post-Graduate,Retired,10,1473273.45,50000.0,Auto,60,7.43,507,Mortgage,Approved,2026-08-15 21:51:24.035456,3.39,High,True
496,Applicant_496,46,Female,Single,3,Post-Graduate,Business Owner,11,167745.62,832539.52,Home,36,7.78,689,Owned,Approved,2025-10-03 21:51:24.035459,496.31,Upper-Middle,True
497,Applicant_497,30,Female,Married,0,High School,Self-Employed,7,793351.61,973852.32,Debt Consolidation,60,8.4,850,Owned,Approved,2026-01-20 21:51:24.035462,122.75,High,True
498,Applicant_498,46,Male,Married,2,Graduate,Business Owner,1,512837.77,50000.0,Home,36,7.1,718,Owned,Rejected,2026-08-22 21:51:24.035466,9.75,High,False
499,Applicant_499,54,Male,Single,1,Graduate,Student,12,1583680.81,368643.7,Education,60,11.22,681,Rented,Approved,2026-01-01 21:51:24.035469,23.28,High,True
500,Applicant_500,61,Female,Single,3,Post-Graduate,Self-Employed,10,1089359.2,386876.8,Debt Consolidation,12,4.76,785,Rented,Approved,2026-05-08 21:51:24.035472,35.51,High,True
501,Applicant_501,27,Female,Married,2,High School,Self-Employed,0,590275.85,451144.34,Home,48,5.76,697,Mortgage,Approved,2026-01-12 21:51:24.035476,76.43,High,True
502,Applicant_502,24,Female,Married,2,Graduate,Salaried,4,738113.88,780428.52,Debt Consolidation,60,8.92,736,Mortgage,Rejected,2026-08-11 21:51:24.035479,105.73,High,False
503,Applicant_503,31,Male,Divorced,0,Graduate,Retired,1,1594502.95,369460.98,Debt Consolidation,36,7.21,663,Rented,Rejected,2026-06-16 21:51:24.035483,23.17,High,False
504,Applicant_504,49,Male,Single,2,Graduate,Business Owner,3,471489.75,475289.59,Personal,60,4.62,696,Rented,Approved,2026-08-16 21:51:24.035487,100.81,High,True
505,Applicant_505,56,Male,Single,0,Post-Graduate,Salaried,0,150000.0,1334135.39,Home,60,10.36,714,Owned,Approved,2026-06-03 21:51:24.035490,889.42,Upper-Middle,True
506,Applicant_506,45,Female,Single,1,Graduate,Student,4,966402.74,468837.99,Business,48,6.5,749,Rented,Approved,2026-03-01 21:51:24.035493,48.51,High,True
507,Applicant_507,41,Male,Single,0,Under-Graduate,Self-Employed,6,975456.15,994547.16,Personal,48,5.54,645,Owned,Approved,2026-04-28 21:51:24.035497,101.96,High,True
508,Applicant_508,56,Male,Married,2,High School,Salaried,7,1116413.83,640556.54,Debt Consolidation,48,7.89,643,Rented,Approved,2026-02-05 21:51:24.035500,57.38,High,True
509,Applicant_509,30,Male,Married,1,Post-Graduate,Self-Employed,8,1119050.3,344961.48,Home,48,5.37,525,Owned,Approved,2026-06-19 21:51:24.035503,30.83,High,True
510,Applicant_510,57,Male,Married,1,Graduate,Self-Employed,14,1558282.26,298194.48,Personal,48,8.38,649,Rented,Approved,2026-05-12 21:51:24.035507,19.14,High,True
511,Applicant_511,29,Female,Married,3,Post-Graduate,Student,1,162745.0,497963.67,Auto,60,7.24,756,Owned,Pending,2026-02-08 21:51:24.035510,305.98,Upper-Middle,False
512,Applicant_512,44,Male,Single,1,Graduate,Salaried,1,368878.72,184587.53,Home,48,6.71,717,Rented,Approved,2026-07-07 21:51:24.035514,50.04,High,True
513,Applicant_513,55,Female,Single,2,High School,Business Owner,15,1114881.33,258117.53,Auto,36,6.73,600,Owned,Rejected,2026-07-22 21:51:24.035517,23.15,High,False
514,Applicant_514,55,Male,Single,1,Post-Graduate,Self-Employed,1,407749.8,381543.03,Personal,36,11.98,527,Mortgage,Approved,2026-05-03 21:51:24.035520,93.57,High,True
515,Applicant_515,56,Male,Married,0,Graduate,Salaried,29,267364.81,582136.19,Education,12,9.79,668,Owned,Pending,2025-12-12 21:51:24.035524,217.73,High,False
516,Applicant_516,38,Male,Single,3,Under-Graduate,Retired,14,1596337.82,1011279.22,Education,36,3.0,753,Mortgage,Approved,2025-12-07 21:51:24.035527,63.35,High,True
517,Applicant_517,59,Male,Single,0,Post-Graduate,Self-Employed,5,202023.15,364212.76,Debt Consolidation,60,11.59,641,Mortgage,Approved,2025-10-29 21:51:24.035531,180.28,High,True
518,Applicant_518,52,Male,Single,2,Post-Graduate,Salaried,31,709491.19,629225.05,Auto,60,10.31,564,Mortgage,Rejected,2026-06-25 21:51:24.035534,88.69,High,False
519,Applicant_519,44,Male,Single,2,Graduate,Self-Employed,0,826253.02,50000.0,Business,36,10.1,632,Mortgage,Approved,2026-07-17 21:51:24.035537,6.05,High,True
520,Applicant_520,43,Female,Married,2,Under-Graduate,Student,2,1373654.66,796880.82,Auto,120,11.61,706,Owned,Approved,2026-07-16 21:51:24.035541,58.01,High,True
521,Applicant_521,52,Male,Married,2,High School,Salaried,8,150000.0,50000.0,Auto,48,8.55,779,Mortgage,Approved,2026-04-25 21:51:24.035544,33.33,Upper-Middle,True
522,Applicant_522,57,Female,Married,1,Post-Graduate,Salaried,3,1016190.06,723548.21,Business,84,10.67,659,Rented,Rejected,2025-12-01 21:51:24.035548,71.2,High,False
523,Applicant_523,32,Female,Married,0,High School,Salaried,21,493849.18,477341.01,Debt Consolidation,60,6.87,764,Owned,Approved,2025-09-15 21:51:24.035552,96.66,High,True
524,Applicant_524,33,Female,Married,3,Graduate,Salaried,0,1101044.49,466217.18,Education,60,11.47,755,Mortgage,Rejected,2026-01-07 21:51:24.035556,42.34,High,False
525,Applicant_525,43,Male,Single,2,Post-Graduate,Business Owner,6,487276.91,415925.88,Personal,24,9.26,585,Mortgage,Approved,2026-04-18 21:51:24.035560,85.36,High,True
526,Applicant_526,45,Male,Divorced,3,Post-Graduate,Self-Employed,7,1478922.5,135649.27,Home,36,3.68,780,Mortgage,Approved,2026-08-26 21:51:24.035563,9.17,High,True
527,Applicant_527,55,Male,Single,3,Post-Graduate,Salaried,8,489611.99,150484.26,Home,12,12.13,703,Mortgage,Approved,2026-05-05 21:51:24.035566,30.74,High,True
528,Applicant_528,61,Male,Single,3,Post-Graduate,Salaried,2,150000.0,734225.64,Education,60,8.05,583,Mortgage,Approved,2026-08-27 21:51:24.035570,489.48,Upper-Middle,True
529,Applicant_529,50,Female,Married,2,Graduate,Salaried,3,534460.3,503342.3,Home,36,7.56,820,Mortgage,Approved,2025-10-01 21:51:24.035573,94.18,High,True
530,Applicant_530,37,Male,Single,1,Graduate,Retired,14,745479.96,413884.11,Auto,60,6.95,669,Mortgage,Approved,2026-06-24 21:51:24.035577,55.52,High,True
531,Applicant_531,40,Male,Married,3,Graduate,Salaried,1,1282941.55,624151.43,Education,36,7.21,524,Owned,Approved,2026-04-25 21:51:24.035580,48.65,High,True
532,Applicant_532,45,Female,Married,2,Graduate,Retired,14,346634.07,528366.88,Home,60,9.3,623,Mortgage,Approved,2025-12-15 21:51:24.035584,152.43,High,True
533,Applicant_533,42,Female,Married,0,Under-Graduate,Self-Employed,6,354541.55,277979.17,Auto,24,5.04,603,Mortgage,Approved,2025-10-10 21:51:24.035587,78.41,High,True
534,Applicant_534,33,Female,Married,3,Graduate,Salaried,11,1234231.16,1189078.94,Education,36,3.01,625,Mortgage,Rejected,2026-04-07 21:51:24.035591,96.34,High,False
535,Applicant_535,39,Male,Married,3,Graduate,Student,10,299909.95,707411.79,Education,36,4.77,644,Owned,Rejected,2025-10-04 21:51:24.035594,235.87,High,False
536,Applicant_536,56,Male,Married,2,Post-Graduate,Self-Employed,1,778406.62,535579.2,Debt Consolidation,48,9.84,659,Owned,Rejected,2025-12-25 21:51:24.035597,68.8,High,False
537,Applicant_537,32,Male,Married,0,Post-Graduate,Business Owner,6,786539.53,356188.84,Business,36,7.93,656,Rented,Approved,2026-05-04 21:51:24.035601,45.29,High,True
538,Applicant_538,61,Male,Divorced,1,High School,Retired,16,937031.81,766772.71,Auto,60,12.4,672,Mortgage,Rejected,2025-10-29 21:51:24.035604,81.83,High,False
539,Applicant_539,39,Male,Married,3,Post-Graduate,Salaried,4,550060.72,279481.0,Debt Consolidation,24,8.27,726,Owned,Approved,2026-05-30 21:51:24.035608,50.81,High,True
540,Applicant_540,32,Male,Married,4,Graduate,Salaried,27,479202.25,255903.07,Personal,48,11.45,620,Rented,Approved,2025-11-05 21:51:24.035611,53.4,High,True
541,Applicant_541,29,Male,Married,1,Under-Graduate,Business Owner,4,983957.78,974131.18,Home,60,6.08,774,Rented,Rejected,2026-07-17 21:51:24.035614,99.0,High,False
542,Applicant_542,27,Male,Single,0,Post-Graduate,Salaried,1,491601.66,508589.05,Home,24,6.98,581,Mortgage,Pending,2026-07-24 21:51:24.035618,103.46,High,False
543,Applicant_543,48,Male,Married,3,Graduate,Salaried,3,306012.32,286262.23,Business,84,8.53,729,Mortgage,Approved,2026-07-18 21:51:24.035621,93.55,High,True
544,Applicant_544,34,Female,Married,1,Post-Graduate,Salaried,24,1341120.0,501592.0,Education,120,7.99,811,Mortgage,Approved,2025-09-21 21:51:24.035625,37.4,High,True
545,Applicant_545,51,Female,Married,2,High School,Salaried,3,1045238.15,738052.24,Personal,24,7.66,665,Owned,Approved,2026-04-26 21:51:24.035628,70.61,High,True
546,Applicant_546,39,Female,Married,4,Graduate,Business Owner,16,1557000.96,673951.25,Business,36,5.45,695,Owned,Approved,2026-07-02 21:51:24.035631,43.29,High,True
547,Applicant_547,36,Male,Married,0,Graduate,Salaried,17,1163587.06,772793.43,Business,48,3.0,602,Owned,Rejected,2025-11-07 21:51:24.035635,66.41,High,False
548,Applicant_548,25,Male,Married,2,Graduate,Self-Employed,3,342742.54,150124.35,Debt Consolidation,60,10.71,639,Rented,Approved,2026-01-05 21:51:24.035638,43.8,High,True
549,Applicant_549,55,Male,Married,0,Graduate,Self-Employed,0,888547.7,765761.77,Education,48,10.32,805,Mortgage,Rejected,2026-05-24 21:51:24.035642,86.18,High,False
550,Applicant_550,32,Female,Married,1,Post-Graduate,Self-Employed,10,443748.7,449863.54,Home,60,6.35,739,Rented,Approved,2025-10-13 21:51:24.035645,101.38,High,True
551,Applicant_551,45,Female,Married,3,Post-Graduate,Salaried,2,189356.16,524948.21,Personal,60,9.83,713,Owned,Rejected,2025-09-19 21:51:24.035649,277.23,Upper-Middle,False
552,Applicant_552,41,Male,Single,1,Graduate,Business Owner,12,671120.24,838658.46,Auto,24,7.92,524,Owned,Pending,2026-04-18 21:51:24.035652,124.96,High,False
553,Applicant_553,56,Female,Single,4,High School,Salaried,4,1242613.15,696763.19,Personal,60,12.37,622,Owned,Approved,2026-03-05 21:51:24.035655,56.07,High,True
554,Applicant_554,43,Male,Married,2,Under-Graduate,Business Owner,5,959965.08,598294.69,Debt Consolidation,60,3.91,819,Mortgage,Approved,2026-07-07 21:51:24.035659,62.32,High,True
555,Applicant_555,36,Male,Married,1,Post-Graduate,Student,12,293642.35,50000.0,Business,48,8.06,712,Rented,Rejected,2026-07-21 21:51:24.035662,17.03,High,False
556,Applicant_556,59,Female,Divorced,1,Under-Graduate,Self-Employed,3,657063.37,487259.48,Education,84,7.78,722,Mortgage,Approved,2025-09-19 21:51:24.035666,74.16,High,True
557,Applicant_557,62,Female,Married,1,Graduate,Self-Employed,4,792853.37,280290.89,Education,60,9.06,693,Rented,Approved,2026-08-23 21:51:24.035669,35.35,High,True
558,Applicant_558,59,Female,Married,1,Post-Graduate,Self-Employed,3,174355.02,699092.69,Auto,36,13.88,630,Rented,Approved,2026-01-27 21:51:24.035672,400.96,Upper-Middle,True
559,Applicant_559,34,Female,Single,0,Post-Graduate,Salaried,3,1135268.95,777468.29,Auto,48,8.07,706,Owned,Approved,2026-04-30 21:51:24.035675,68.48,High,True
560,Applicant_560,51,Male,Married,1,Under-Graduate,Student,5,758505.99,415431.31,Business,48,11.1,557,Rented,Rejected,2025-10-06 21:51:24.035679,54.77,High,False
561,Applicant_561,25,Female,Married,2,Under-Graduate,Student,13,293762.06,313228.39,Personal,24,7.98,551,Mortgage,Approved,2026-01-31 21:51:24.035682,106.63,High,True
562,Applicant_562,55,Male,Married,3,Graduate,Salaried,3,271130.56,935764.22,Business,120,12.25,621,Owned,Pending,2026-01-23 21:51:24.035686,345.13,High,False
563,Applicant_563,43,Female,Single,2,High School,Self-Employed,5,1290265.58,331118.68,Home,24,11.13,695,Rented,Approved,2026-08-04 21:51:24.035689,25.66,High,True
564,Applicant_564,49,Male,Married,3,Graduate,Retired,8,697674.79,165529.5,Education,60,7.33,554,Rented,Rejected,2025-09-20 21:51:24.035692,23.73,High,False
565,Applicant_565,63,Female,Single,0,High School,Retired,2,1326140.81,266852.08,Personal,48,7.08,690,Owned,Approved,2026-02-04 21:51:24.035696,20.12,High,True
566,Applicant_566,31,Male,Divorced,1,High School,Self-Employed,2,1478862.19,344600.17,Education,12,10.2,600,Mortgage,Approved,2026-01-14 21:51:24.035700,23.3,High,True
567,Applicant_567,38,Female,Married,2,Graduate,Self-Employed,21,1258979.31,258818.35,Education,84,6.21,611,Owned,Approved,2026-01-22 21:51:24.035703,20.56,High,True
568,Applicant_568,32,Male,Married,2,Under-Graduate,Salaried,10,636627.3,736709.59,Personal,84,9.17,783,Owned,Rejected,2026-01-29 21:51:24.035707,115.72,High,False
569,Applicant_569,29,Female,Married,0,Graduate,Retired,6,150000.0,50000.0,Business,48,7.25,682,Mortgage,Approved,2026-08-02 21:51:24.035710,33.33,Upper-Middle,True
570,Applicant_570,30,Male,Married,3,Post-Graduate,Salaried,8,975198.52,252883.08,Auto,36,9.79,607,Owned,Rejected,2025-12-19 21:51:24.035713,25.93,High,False
571,Applicant_571,64,Male,Married,3,Post-Graduate,Self-Employed,0,1686630.55,486700.72,Personal,24,7.94,694,Rented,Approved,2026-08-25 21:51:24.035717,28.86,High,True
572,Applicant_572,37,Male,Divorced,2,Post-Graduate,Salaried,7,835843.97,558868.94,Home,48,6.08,562,Owned,Approved,2026-08-26 21:51:24.035720,66.86,High,True
573,Applicant_573,58,Male,Single,0,High School,Salaried,5,150000.0,973713.75,Debt Consolidation,36,12.37,710,Owned,Rejected,2026-05-28 21:51:24.035723,649.14,Upper-Middle,False
574,Applicant_574,27,Female,Single,3,Under-Graduate,Self-Employed,6,580048.6,932666.56,Home,48,9.34,768,Mortgage,Approved,2026-08-26 21:51:24.035727,160.79,High,True
575,Applicant_575,33,Male,Married,2,Post-Graduate,Retired,3,776506.69,51793.6,Home,120,8.31,732,Owned,Approved,2026-03-31 21:51:24.035730,6.67,High,True
576,Applicant_576,60,Female,Single,3,Under-Graduate,Salaried,0,410804.57,50000.0,Personal,48,9.97,850,Mortgage,Approved,2026-06-18 21:51:24.035734,12.17,High,True
577,Applicant_577,62,Male,Divorced,3,High School,Self-Employed,1,150000.0,506991.95,Home,84,3.0,524,Rented,Approved,2026-08-24 21:51:24.035737,337.99,Upper-Middle,True
578,Applicant_578,29,Male,Single,3,Graduate,Salaried,24,810859.69,311508.13,Business,60,15.82,690,Mortgage,Approved,2026-07-21 21:51:24.035740,38.42,High,True
579,Applicant_579,47,Female,Married,2,High School,Salaried,4,536049.5,166232.62,Personal,48,8.59,572,Owned,Approved,2025-09-03 21:51:24.035744,31.01,High,True
580,Applicant_580,22,Female,Single,0,Graduate,Self-Employed,5,1559076.66,504513.85,Personal,84,3.0,666,Owned,Approved,2026-06-19 21:51:24.035747,32.36,High,True
581,Applicant_581,25,Male,Married,2,Under-Graduate,Self-Employed,0,890413.4,564595.25,Debt Consolidation,48,12.69,680,Rented,Rejected,2026-02-08 21:51:24.035751,63.41,High,False
582,Applicant_582,49,Female,Married,2,Graduate,Salaried,0,1037831.56,265088.84,Auto,84,5.87,850,Owned,Pending,2025-10-24 21:51:24.035754,25.54,High,False
583,Applicant_583,57,Female,Married,3,Graduate,Salaried,10,802365.54,325256.27,Business,36,12.15,675,Mortgage,Approved,2025-12-19 21:51:24.035757,40.54,High,True
584,Applicant_584,58,Male,Single,0,Post-Graduate,Salaried,6,887493.32,286628.37,Home,24,8.93,673,Mortgage,Approved,2025-11-14 21:51:24.035761,32.3,High,True
585,Applicant_585,39,Female,Single,0,Post-Graduate,Salaried,5,189080.28,384782.45,Auto,84,3.0,760,Rented,Approved,2025-11-09 21:51:24.035764,203.5,Upper-Middle,True
586,Applicant_586,28,Female,Married,3,Graduate,Retired,2,433933.48,651604.35,Personal,48,9.41,675,Owned,Rejected,2026-03-27 21:51:24.035768,150.16,High,False
587,Applicant_587,21,Female,Married,3,Graduate,Retired,10,1285445.88,198186.36,Auto,84,9.16,826,Rented,Approved,2026-04-17 21:51:24.035771,15.42,High,True
588,Applicant_588,42,Male,Married,4,Post-Graduate,Salaried,1,933784.79,320608.2,Education,84,12.53,733,Mortgage,Approved,2026-06-15 21:51:24.035777,34.33,High,True
589,Applicant_589,37,Female,Married,3,High School,Self-Employed,1,690597.23,388201.0,Education,24,10.33,746,Mortgage,Pending,2025-11-27 21:51:24.035780,56.21,High,False
590,Applicant_590,27,Male,Married,2,Graduate,Retired,4,1044468.5,498109.33,Business,48,4.16,530,Rented,Approved,2025-11-30 21:51:24.035784,47.69,High,True
591,Applicant_591,45,Male,Married,2,Graduate,Salaried,2,1052344.76,577275.66,Debt Consolidation,48,12.01,838,Mortgage,Rejected,2026-02-24 21:51:24.035787,54.86,High,False
592,Applicant_592,24,Male,Single,3,Post-Graduate,Business Owner,2,1646357.85,1071832.2,Home,60,7.05,627,Mortgage,Approved,2025-09-09 21:51:24.035790,65.1,High,True
593,Applicant_593,56,Male,Married,2,Graduate,Retired,8,915226.54,660195.2,Education,60,14.52,679,Owned,Approved,2026-08-23 21:51:24.035794,72.13,High,True
594,Applicant_594,26,Female,Married,2,Under-Graduate,Salaried,8,424996.97,666860.78,Personal,36,7.26,627,Mortgage,Rejected,2025-11-08 21:51:24.035798,156.91,High,False
595,Applicant_595,51,Female,Married,0,Under-Graduate,Salaried,13,803721.41,425348.36,Education,48,7.76,598,Owned,Approved,2025-09-02 21:51:24.035802,52.92,High,True
596,Applicant_596,39,Female,Divorced,2,Post-Graduate,Retired,4,1093026.25,225637.58,Home,60,5.62,583,Owned,Rejected,2026-06-03 21:51:24.035805,20.64,High,False
597,Applicant_597,64,Male,Single,3,Graduate,Self-Employed,0,1248263.6,352100.08,Education,24,6.75,688,Owned,Approved,2026-01-26 21:51:24.035808,28.21,High,True
598,Applicant_598,59,Male,Single,1,Under-Graduate,Salaried,2,203987.25,301106.9,Auto,60,5.83,522,Owned,Rejected,2026-08-13 21:51:24.035812,147.61,High,False
599,Applicant_599,47,Male,Married,1,Post-Graduate,Salaried,31,951482.69,609824.59,Home,60,12.62,660,Owned,Approved,2025-11-28 21:51:24.035815,64.09,High,True
600,Applicant_600,30,Female,Single,1,Under-Graduate,Self-Employed,7,491098.03,50000.0,Personal,84,3.84,764,Rented,Approved,2026-07-08 21:51:24.035819,10.18,High,True
601,Applicant_601,46,Male,Married,1,Post-Graduate,Business Owner,9,623347.23,665909.44,Education,36,11.32,730,Mortgage,Approved,2025-12-18 21:51:24.035822,106.83,High,True
602,Applicant_602,39,Female,Single,1,Under-Graduate,Business Owner,0,1188335.85,467172.91,Debt Consolidation,24,11.4,714,Owned,Approved,2026-07-14 21:51:24.035825,39.31,High,True
603,Applicant_603,59,Female,Divorced,1,Post-Graduate,Retired,5,1148499.42,705337.51,Personal,48,13.32,608,Owned,Approved,2026-02-18 21:51:24.035829,61.41,High,True
604,Applicant_604,23,Male,Single,4,Post-Graduate,Salaried,0,578739.02,297305.71,Business,24,8.65,553,Mortgage,Approved,2026-04-28 21:51:24.035832,51.37,High,True
605,Applicant_605,33,Female,Single,2,High School,Self-Employed,6,786863.19,247616.48,Home,120,4.91,763,Owned,Approved,2026-02-22 21:51:24.035836,31.47,High,True
606,Applicant_606,48,Male,Single,0,Post-Graduate,Self-Employed,20,635567.28,386132.76,Auto,12,7.9,644,Owned,Approved,2026-01-26 21:51:24.035839,60.75,High,True
607,Applicant_607,40,Female,Married,0,Post-Graduate,Self-Employed,27,2006681.2,379418.21,Home,60,10.58,673,Mortgage,Approved,2026-04-01 21:51:24.035842,18.91,High,True
608,Applicant_608,48,Female,Divorced,2,Graduate,Salaried,6,961343.27,725777.56,Debt Consolidation,48,8.8,664,Mortgage,Approved,2026-03-11 21:51:24.035846,75.5,High,True
609,Applicant_609,28,Male,Married,1,Post-Graduate,Retired,4,514207.36,723105.35,Home,48,9.78,733,Rented,Approved,2026-01-31 21:51:24.035850,140.63,High,True
610,Applicant_610,61,Male,Married,3,Post-Graduate,Student,23,1378866.86,1033406.46,Auto,24,13.28,827,Owned,Pending,2026-06-07 21:51:24.035853,74.95,High,False
611,Applicant_611,59,Female,Married,2,Graduate,Self-Employed,8,1392984.55,361262.2,Education,60,10.54,796,Mortgage,Approved,2026-02-13 21:51:24.035857,25.93,High,True
612,Applicant_612,21,Female,Married,3,Graduate,Self-Employed,0,1566668.28,50000.0,Auto,48,9.19,493,Owned,Approved,2025-12-25 21:51:24.035860,3.19,High,True
613,Applicant_613,23,Male,Married,1,Post-Graduate,Salaried,5,1685197.47,385361.68,Home,36,3.0,655,Owned,Approved,2025-09-17 21:51:24.035864,22.87,High,True
614,Applicant_614,33,Female,Married,2,Under-Graduate,Self-Employed,2,1133085.95,564584.22,Education,84,5.76,572,Rented,Rejected,2025-09-05 21:51:24.035867,49.83,High,False
615,Applicant_615,48,Female,Married,1,Post-Graduate,Business Owner,5,710059.3,700068.59,Home,36,7.08,755,Rented,Approved,2026-07-19 21:51:24.035871,98.59,High,True
616,Applicant_616,45,Female,Single,4,Graduate,Self-Employed,4,768953.29,585009.2,Home,48,3.0,680,Mortgage,Approved,2026-03-13 21:51:24.035874,76.08,High,True
617,Applicant_617,53,Male,Married,2,Under-Graduate,Retired,6,733169.88,361042.29,Auto,48,4.62,728,Mortgage,Approved,2026-07-16 21:51:24.035877,49.24,High,True
618,Applicant_618,58,Female,Married,1,Graduate,Self-Employed,3,688497.85,979966.02,Business,24,7.56,648,Mortgage,Approved,2025-10-03 21:51:24.035881,142.33,High,True
619,Applicant_619,26,Female,Single,1,Post-Graduate,Salaried,1,1345974.72,210553.98,Education,84,8.13,596,Mortgage,Rejected,2026-01-29 21:51:24.035884,15.64,High,False
620,Applicant_620,64,Male,Married,0,Graduate,Business Owner,5,850288.36,423099.44,Auto,48,10.27,610,Rented,Approved,2026-03-02 21:51:24.035888,49.76,High,True
621,Applicant_621,52,Male,Single,2,Graduate,Salaried,14,1238568.75,197625.24,Education,24,7.78,557,Rented,Approved,2026-08-05 21:51:24.035891,15.96,High,True
622,Applicant_622,41,Female,Single,1,Graduate,Salaried,8,1120606.62,505481.49,Auto,48,9.37,578,Mortgage,Rejected,2026-05-25 21:51:24.035894,45.11,High,False
623,Applicant_623,36,Male,Single,2,Graduate,Salaried,3,410538.01,944921.61,Debt Consolidation,60,7.04,562,Owned,Approved,2026-03-21 21:51:24.035897,230.17,High,True
624,Applicant_624,41,Female,Single,1,Graduate,Self-Employed,21,163129.33,460540.74,Home,48,8.65,597,Owned,Rejected,2025-12-27 21:51:24.035901,282.32,Upper-Middle,False
625,Applicant_625,31,Male,Married,2,Graduate,Business Owner,19,355334.81,462256.04,Business,60,10.08,592,Mortgage,Approved,2026-08-11 21:51:24.035904,130.09,High,True
626,Applicant_626,57,Male,Single,3,Post-Graduate,Self-Employed,1,679317.45,50000.0,Personal,24,13.65,711,Owned,Rejected,2026-05-08 21:51:24.035908,7.36,High,False
